Glon,Glat,ra,dec,HIP,vmag,VarFlag,BTmag,VTmag,B-V
266.9831,10.7809,145.393898,-38.496674,47543,8.15,,8.877,8.215,0.593
318.3201,-59.7631,359.14395099999996,-55.695829,118038,8.15,,9.692,8.281,1.192
249.2621,56.9484,166.668697,5.430028,54313,8.15,,8.597999999999999,8.197000000000001,0.409
137.5638,43.0531,159.946149,70.14095,52193,8.15,,8.597000000000001,8.198,0.377
142.8463,-12.8442,41.195491,45.599364,12818,8.15,,8.664,8.187000000000001,0.461
165.6138,-49.9518,38.793753,4.123603,12034,8.15,,8.786,8.209,0.539
68.1043,63.9421,220.552648,39.408038,71889,8.15,,9.435,8.269,1.01
73.5162,59.0386,225.474901,43.541833000000004,73549,8.15,,8.703,8.191,0.485
251.2236,33.9109,151.156917,-11.729703,49366,8.15,,9.311,8.245,0.8909999999999999
243.5726,-59.7855,46.441364,-38.484140000000004,14400,8.15,,9.575,8.26,1.117
262.2713,-24.9832,96.832936,-53.566233999999994,30727,8.15,,8.568999999999999,8.172,0.397
184.93,-57.1448,41.870126,-8.995403,13032,8.15,,9.525,8.281,1.061
12.5863,-45.9067,321.88948999999997,-32.874767999999996,105964,8.15,,9.581,8.274,1.111
187.1485,12.1409,102.42179300000001,28.317691999999997,32737,8.14,,10.201,8.341000000000001,1.546
199.9043,35.5169,131.515925,25.353082999999998,43028,8.14,,8.349,8.156,0.185
286.3965,46.8457,181.258524,-14.530767,58934,8.14,,9.767999999999999,8.26,1.268
197.1516,59.3342,157.910705,31.0416,51543,8.14,,9.449,8.23,1.042
347.2426,75.3596,203.458113,16.273028,66176,8.14,,9.63,8.264,1.11
282.0741,33.1741,173.403596,-26.526172999999996,56390,8.14,,8.743,8.186,0.527
228.3579,60.002,162.759095,16.053856,53031,8.14,,8.801,8.213,0.5489999999999999
264.8605,-74.0129,25.509506,-39.147432,7938,8.14,,9.315,8.237,0.9329999999999999
298.3458,-29.3814,72.638526,-85.375167,22504,8.14,,8.891,8.215,0.614
161.8635,-40.0166,42.554092,13.710472,13223,8.14,,8.691,8.195,0.47600000000000003
332.9485,-82.664,8.470786,-33.41165,2674,8.13,,9.917,8.266,1.381
229.0107,-57.0882,50.435638,-31.113267999999998,15664,8.13,,8.477,8.154,0.302
301.9663,64.0582,192.43678400000002,1.188038,62607,8.13,,8.965,8.193,0.6859999999999999
270.7577,32.2563,163.527267,-23.184845000000003,53301,8.13,,8.833,8.18,0.562
298.0449,-55.9038,18.51416,-61.009406999999996,5766,8.13,,8.672,8.186,0.46799999999999997
347.2447,-32.4737,301.830182,-51.450393,99114,8.13,,8.461,8.146,0.299
39.5508,-55.612,336.57318399999997,-18.563337,110755,8.13,,8.609,8.185,0.43200000000000005
264.2132,-83.3274,17.789396,-32.247663,5547,8.13,,9.304,8.229,0.9279999999999999
152.3038,5.5197,70.451298,54.671314,21846,8.13,,8.306000000000001,8.144,0.156
324.6334,15.84,221.531738,-42.147861,72211,8.13,1.0,10.248,8.347999999999999,1.6119999999999999
155.4172,-79.5312,18.755067,-18.178888,5847,8.13,,9.401,8.234,1.001
121.0313,-27.4884,10.7921,35.352838,3389,8.13,,9.237,8.215,0.8909999999999999
249.8258,8.8265,130.111985,-27.257884000000004,42555,8.12,,8.217,8.126,0.08199999999999999
277.5234,-70.1291,24.677734,-44.594202,7667,8.12,,8.574,8.066,0.473
324.0618,-42.1818,329.455892,-67.123122,108418,8.12,,8.538,8.162,0.35600000000000004
137.486,-55.4526,21.1058,6.4843,6572,8.12,,8.743,8.191,0.546
313.0408,71.2679,196.128085,8.653184,63796,8.12,,8.496,8.024,0.451
236.2363,-62.9386,43.319347,-34.488597,13455,8.12,,8.817,8.174,0.59
293.9635,-61.6511,20.266733,-54.958296,6310,8.12,,9.861,8.266,1.337
155.5876,-85.585,15.453242000000001,-23.387738,4817,8.12,,9.627,8.241,1.172
112.0414,-71.6526,9.406694,-9.073528999999999,2961,8.12,,9.3,8.229,0.9590000000000001
121.135,28.0575,252.18026099999997,88.156239,82281,8.12,,8.656,8.165,0.475
29.5268,69.5734,215.30209399999998,24.133255,70150,8.12,,9.396,8.221,1.008
347.9986,-46.3917,323.712355,-49.793077000000004,106560,8.12,,8.869,8.195,0.622
100.4844,54.0639,218.197041,58.423283999999995,71129,8.12,,9.783999999999999,8.238999999999999,1.29
26.8417,-8.2817,287.526046,-9.155716,94165,8.12,,8.56,8.172,0.36700000000000005
355.1016,-21.8864,288.489364,-42.569565999999995,94492,8.12,,9.465,8.247,1.041
351.8308,52.2079,220.36126000000002,0.103493,71817,8.12,,9.443,8.231,1.03
163.5903,-50.3106,37.532738,4.604733,11637,8.12,,8.668,8.172,0.486
162.7843,-24.9889,52.816465,25.255465,16407,8.12,,8.426,8.161,0.252
93.231,-12.7526,333.192832,40.793908,109651,8.11,,9.38,8.25,0.972
319.0036,-54.9982,354.47150800000003,-59.775465000000004,116609,8.11,,9.539,8.229,1.113
38.5945,-4.1028,289.100812,3.150935,94717,8.11,,8.562999999999999,8.154,0.40700000000000003
312.6023,-37.6706,337.60308,-76.683037,111096,8.11,,8.637,8.168,0.47100000000000003
50.1746,32.7207,258.289489,27.932252000000002,84239,8.11,,9.425,8.221,1.04
292.8083,54.8423,186.99903899999998,-7.5681,60820,8.11,,8.641,8.147,0.465
123.8785,-9.2814,14.433103,53.578739,4507,8.11,,10.017000000000001,8.283,1.446
4.943,80.1207,202.275673,22.182726000000002,65781,8.11,,8.691,8.142999999999999,0.588
194.4571,-54.6356,47.005328999999996,-12.041323,14563,8.11,,8.991,8.2,0.722
315.7146,87.4457,193.480925,24.6359,62943,8.11,,9.45,8.246,1.0390000000000001
119.8141,81.3774,193.43508400000002,35.736762,62927,8.11,,9.395,8.222999999999999,1.0
187.4032,53.0274,150.387049,36.51092,49122,8.11,,8.78,8.187999999999999,0.578
117.4267,-20.5183,5.908765,42.055986,1867,8.11,,8.669,8.168,0.493
11.6621,-75.8559,357.38587,-31.402891999999998,117496,8.11,,9.538,8.216000000000001,1.122
47.0258,-64.9705,347.178796,-18.751945000000003,114276,8.11,,8.769,8.18,0.5760000000000001
133.917,52.94,178.24631599999998,62.923792000000006,57943,8.11,,9.41,8.232000000000001,1.01
142.6492,12.0525,67.52046,66.142081,20991,8.11,,9.543,8.222000000000001,1.122
50.0816,50.3785,238.312756,31.237410999999998,77805,8.11,1.0,9.799,8.243,1.306
66.5646,59.1537,226.788646,40.108049,73983,8.11,,8.686,8.162,0.49
301.6661,-19.9585,183.405505,-82.737127,59624,8.11,,10.013,8.263,1.459
139.8425,-28.4308,30.439089000000003,32.121359999999996,9460,8.11,,9.761000000000001,8.272,1.253
43.0969,-33.615,317.186035,-6.986459,104380,8.11,,9.65,8.227,1.2009999999999998
260.0401,-43.2711,66.35215699999999,-51.935577,20640,8.1,,9.505,8.224,1.09
122.4778,76.8862,192.99455,40.241528,62789,8.1,,8.532,8.13,0.387
281.2958,5.6967,157.134237,-51.071915000000004,51286,8.1,,8.125,8.106,0.026000000000000002
174.5496,-32.7332,55.367819,12.607919,17235,8.1,,8.703,8.145,0.526
94.4773,-18.359,338.474698,36.799951,111380,8.1,,8.383,8.127,0.244
82.0506,79.6904,201.048688,34.683797,65396,8.1,,9.41,8.211,1.03
35.3726,-38.7474,319.149666,-14.823143,105042,8.1,,7.99,8.074,-0.07400000000000001
54.6422,-51.0861,336.695898,-8.510946,110792,8.1,,8.338,8.131,0.198
209.1314,6.0353,106.522125,6.11975,34260,8.1,,9.4,8.21,1.0190000000000001
287.6578,-37.6716,59.671648,-73.382,18590,8.1,,9.703,8.248,1.24
182.7526,-37.4987,56.32312099999999,4.437933,17537,8.1,,9.731,8.24,1.255
187.5494,60.9457,160.145386,35.723308,52252,8.1,,9.551,8.216000000000001,1.1320000000000001
6.8323,-72.0855,353.47616,-33.663439000000004,116306,8.1,,9.62,8.23,1.176
84.7018,-69.4521,0.099172,-10.462385000000001,33,8.1,,8.616,8.152000000000001,0.466
329.8124,25.1176,221.614654,-31.682068,72245,8.1,,9.419,8.226,1.022
166.958,-31.9619,51.05965,17.549585999999998,15854,8.1,,9.943,9.357000000000001,
43.507,51.1207,236.79868399999998,27.225333000000003,77324,8.1,,9.693,8.224,1.238
36.8954,64.3041,221.613752,25.9485,72244,8.1,,9.718,8.235,1.249
356.8163,-64.058,345.49282400000004,-39.755975,113730,8.1,,8.612,8.147,0.44
303.3535,-49.5943,12.145222,-67.531685,3780,8.1,,8.697000000000001,8.174,0.501
282.325,71.579,186.379933,9.75177,60628,8.09,,10.123,8.327,1.53
83.9796,-71.0832,0.835332,-11.945367,266,8.09,,9.54,8.215,1.125
26.1421,-9.581,288.399701,-10.349321,94464,8.09,,9.513,8.283,1.05
210.1703,50.6239,149.626774,22.313798000000002,48900,8.09,,9.363999999999999,8.205,0.995
228.8442,3.7029,113.61134799999999,-12.359567,36829,8.09,,10.166,8.227,1.609
38.6863,38.6326,249.07885699999997,20.755953,81298,8.09,,8.312000000000001,8.099,0.203
124.9543,-82.7629,13.130320000000001,-19.895544,4091,8.09,,9.787,8.234,1.304
291.7397,-13.3252,153.483904,-72.67890600000001,50121,8.09,,9.05,8.179,0.778
347.8838,4.6325,253.66211,-36.225225,82735,8.09,,9.958,8.263,1.416
116.3414,-22.9253,4.9807239999999995,39.542809999999996,1594,8.09,,9.436,8.201,1.054
359.588,9.5638,257.240454,-23.993664000000003,83911,8.09,,8.627,8.13,0.485
198.5049,-63.0612,40.302694,-17.821456,12528,8.09,,9.555,8.219,1.133
121.5758,-53.6415,12.044986999999999,9.221617,3753,8.09,,8.459,8.112,0.32899999999999996
325.8132,38.2554,211.97537200000002,-21.195328,69034,8.09,,9.355,8.204,0.9890000000000001
6.8758,45.366,232.053864,2.855968,75724,8.09,,8.482000000000001,8.13,0.33399999999999996
253.297,12.243,135.521664,-27.814059000000004,44364,8.09,,8.586,8.144,0.445
4.849,26.1521,246.40919700000003,-10.084104,80477,8.09,,8.142000000000001,8.12,0.025
36.3274,71.5629,213.55337400000002,26.695521999999997,69551,8.09,,8.769,8.174,0.555
94.7117,-50.6294,355.212688,8.333941000000001,116837,8.09,,8.576,8.142000000000001,0.41
94.7373,43.2772,240.149222,62.08721800000001,78422,8.09,,9.595,8.203,1.177
165.488,30.5115,118.44116499999998,52.778921999999994,38566,8.09,,9.523,8.222999999999999,1.105
313.9306,5.8352,212.36606,-55.361465,69164,8.08,,8.681000000000001,8.155,0.494
185.2358,56.2957,154.588806,37.508261,50472,8.08,,8.47,8.204,0.25
134.1453,-71.2143,16.491328,-8.659514999999999,5154,8.08,,9.252,8.177,1.068
26.2421,-51.8951,330.30273,-25.010716,108705,8.08,,9.496,8.207,1.0959999999999999
332.9324,-59.9516,349.243332,-51.319379999999995,114950,8.08,,8.911,8.161,0.684
110.6079,-43.3315,3.4292510000000003,18.635725,1098,8.08,,9.472000000000001,8.21,1.055
94.6813,-33.6341,347.390536,23.588808,114350,8.08,,8.356,8.106,0.23800000000000002
246.197,-1.1649,118.367954,-29.824156,38535,8.08,,8.491,8.121,0.364
218.3385,59.6414,160.354876,20.553156,52317,8.08,,8.208,8.083,0.121
1.4679,40.4522,233.41196200000002,-3.3045709999999997,76183,8.08,,9.817,8.221,1.337
96.0677,45.4401,235.137217,61.88075799999999,76776,8.08,,8.35,8.096,0.233
215.579,-23.699,82.555229,-12.762547,25774,8.08,,10.117,8.255,1.548
75.6083,-40.7103,338.48828100000003,9.200606,111383,8.08,,8.574,8.118,0.418
276.086,-69.0017,26.149565,-45.255163,8133,8.08,,9.338,8.179,0.995
221.3373,38.6304,141.039027,10.546852000000001,46106,8.08,,10.005,8.235,1.475
280.4515,53.9142,179.754223,-6.653677,58440,8.08,,8.549,8.107999999999999,0.43799999999999994
275.3587,-19.0054,114.772144,-63.430878,37257,8.08,,9.402000000000001,8.193999999999999,1.033
44.2075,-46.0362,328.757637,-11.970252,108180,8.08,,8.546,8.104,0.431
24.7935,-25.7267,303.062445,-18.145889,99557,8.08,,9.584,8.212,1.161
142.7711,-76.5674,17.528702,-14.420495,5475,8.08,,9.312000000000001,8.161,0.9890000000000001
114.6148,-43.8909,6.545757,18.572485,2068,8.08,,8.658999999999999,8.115,0.51
219.8937,45.8685,147.277137,14.605711999999999,48169,8.07,,8.217,8.075,0.13699999999999998
117.6536,66.9278,196.07953700000002,50.068067,63774,8.07,,8.814,8.135,0.617
311.7087,-11.2139,221.954579,-72.073181,72368,8.07,,8.337,8.227,0.099
309.7299,57.5433,196.51617,-5.135341,63929,8.07,,8.419,8.107999999999999,0.295
284.3324,77.9308,188.888386,15.636432999999998,61450,8.07,,9.889,8.205,1.37
109.5259,-10.3204,351.911266,50.35752,115804,8.07,,9.509,8.201,1.111
22.1459,64.4668,219.61479,19.856202,71588,8.07,,8.673,8.14,0.5
274.2704,41.298,170.771784,-16.604825,55577,8.07,,8.644,8.139,0.486
182.0421,28.3221,118.82759899999999,38.210064,38693,8.07,,9.442,8.17,1.083
214.5062,56.8452,156.84070400000002,21.615434,51187,8.07,,9.866,8.197000000000001,1.395
288.521,-39.3992,53.555788,-72.845637,16650,8.07,,8.687000000000001,8.129,0.539
164.0,-26.1668,52.926805,23.649545,16440,8.07,,8.6,8.096,0.47600000000000003
4.1135,27.3952,245.001596,-9.850982,80016,8.07,,9.658999999999999,8.219,1.215
14.8494,17.6079,258.82183399999997,-7.201802000000001,84397,8.07,,8.672,8.119,0.518
186.4338,-45.1536,52.036549,-2.479651,16151,8.07,,8.634,8.141,0.49
281.1695,-53.8183,37.908186,-58.870681999999995,11753,8.07,,8.684,8.116,0.528
136.8096,23.2607,88.790769,76.869355,27988,8.07,,8.562999999999999,8.115,0.456
37.2413,10.6542,275.25311,8.628405,89934,8.06,,8.363,8.113,0.23800000000000002
182.4488,38.6556,132.00558600000002,39.597440999999996,43198,8.06,1.0,9.998,8.213,1.4869999999999999
71.9147,-16.2985,317.998014,24.168167,104660,8.06,,8.818999999999999,8.167,0.595
20.2613,14.7179,263.97202400000003,-4.184133999999999,86111,8.06,,8.488999999999999,8.102,0.366
332.7303,65.6465,204.741151,5.562651,66586,8.06,,8.446,8.079,0.348
313.7734,17.4361,207.358221,-44.211341,67455,8.06,,8.015,7.992000000000001,-0.004
229.0317,23.2192,130.738225,-2.696368,42776,8.06,,8.769,8.212,0.521
318.7157,-13.0377,242.312359,-69.58989,79145,8.06,,9.308,8.17,0.9790000000000001
147.509,71.1068,182.085679,43.907194,59193,8.06,,8.63,8.1,0.521
134.6679,56.6038,180.171984,59.353125,58572,8.06,,8.687000000000001,8.122,0.529
238.1943,47.6426,155.17343799999998,4.649058999999999,50656,8.06,,8.658999999999999,8.119,0.529
38.8655,-28.83,311.224662,-8.006302,102389,8.06,,9.082,8.158999999999999,0.8170000000000001
203.3509,31.8388,128.663262,21.493017000000002,42083,8.06,,8.6,8.094,0.47600000000000003
5.8302,64.0225,216.49272599999998,13.433264999999999,70557,8.06,,8.985,8.124,0.75
296.8394,-84.7622,13.516573000000001,-32.334899,4236,8.06,,8.527999999999999,8.097000000000001,0.402
359.173,-24.7187,293.507558,-39.786319,96223,8.06,,9.939,8.195,1.454
271.9694,32.7758,164.77176200000002,-23.254837,53687,8.06,,8.437000000000001,8.106,0.314
277.0333,-39.0282,67.38715,-65.377563,20954,8.05,,8.119,8.062000000000001,0.051
30.9368,-69.2892,349.715534,-25.942876000000002,115107,8.05,,9.676,8.19,1.251
236.7212,-45.981,64.007975,-35.265877,19894,8.05,,8.631,8.101,0.519
320.0326,-34.2475,312.905733,-73.692049,102961,8.05,,8.861,8.129,0.6709999999999999
301.5223,20.7724,191.083462,-42.079826000000004,62155,8.05,,8.582,8.102,0.488
145.7256,60.0608,173.85560800000002,53.574114,56526,8.05,,8.86,8.12,0.66
280.7688,-32.5742,81.660646,-70.06359,25452,8.05,,9.692,8.176,1.3
217.4375,49.5831,150.174841,17.567932,49061,8.05,,8.641,8.1,0.529
141.3045,-26.6784,32.5671,33.365325,10130,8.05,,8.019,7.999,0.01
33.7726,45.7891,240.612027,19.630076000000003,78561,8.05,,9.488999999999999,8.174,1.117
109.7981,15.9681,322.67051000000004,73.47752,106201,8.05,,10.129,8.232999999999999,1.575
244.6269,59.6154,167.025904,9.023662,54417,8.05,,8.502,8.095,0.385
206.9935,-43.3951,61.080441,-14.262537,19005,8.05,,8.312999999999999,8.074,0.223
16.8654,-63.1102,342.32091,-31.203638,112692,8.05,,8.094,8.054,0.036000000000000004
56.0769,15.2235,278.942032,27.211540000000003,91152,8.05,,9.286,8.155,0.973
191.911,21.7423,114.44503600000002,27.739061,37131,8.05,,8.256,8.07,0.17800000000000002
6.0251,-59.5413,338.55566699999997,-36.671054,111409,8.05,,9.376,8.184,1.021
196.0482,42.6912,138.59790700000002,29.944776,45341,8.05,,9.256,8.145,0.958
4.2222,20.3262,250.82789300000002,-14.034888,81870,8.05,,8.671,8.121,0.5579999999999999
146.1053,28.3209,111.590341,69.48364699999999,36113,8.05,,9.052,8.131,0.809
346.8576,-14.7103,275.081012,-47.373484000000005,89866,8.04,,7.9270000000000005,8.023,-0.08900000000000001
65.2789,41.1749,250.54059500000002,41.195251,81774,8.04,,8.406,8.107999999999999,0.28300000000000003
232.1466,76.3984,179.003595,21.981889000000002,58187,8.04,,8.617,8.048,0.528
263.2882,-59.2707,41.964382,-47.914453,13060,8.04,,9.524,8.192,1.13
311.559,33.9557,200.988798,-28.370731,65382,8.04,,9.685,8.164,0.6
316.9535,53.163,201.311823,-8.785853999999999,65480,8.04,,8.179,8.05,0.125
195.2162,40.3271,135.780014,30.102737,44426,8.04,,8.373,8.071,0.287
108.4158,23.5843,294.776556,76.422023,96656,8.04,,9.169,8.157,0.8809999999999999
348.4545,44.3649,223.807594,-7.292897999999999,73007,8.04,,9.617,8.142999999999999,1.2
343.9098,47.0048,219.648648,-7.162836,71600,8.04,,9.254,8.157,0.9470000000000001
95.8264,-6.2637,330.721653,47.541028999999995,108837,8.04,,9.372,8.152999999999999,1.042
25.9558,33.9218,249.48255299999997,9.484027000000001,81430,8.04,,8.25,8.07,0.17
14.5714,7.5147,267.481267,-12.60924,87268,8.04,,9.674,8.186,1.252
327.0234,73.412,199.697542,11.832892999999999,64948,8.04,1.0,10.014,8.2,1.55
31.8828,-16.0611,296.783501,-8.152813,97350,8.04,,9.533999999999999,8.186,1.17
250.0166,-52.4887,54.909672,-43.509921000000006,17087,8.03,,9.22,8.127,0.9440000000000001
315.6176,-68.0751,5.772284,-48.34896,1824,8.03,,9.262,8.135,0.97
354.4035,1.263,261.645259,-32.969677000000004,85360,8.03,,8.826,8.105,0.67
345.9535,41.9957,223.87943199999998,-10.281514999999999,73031,8.03,,8.309,8.047,0.249
137.9919,-29.1096,28.37592,31.940577,8829,8.03,,8.455,8.08,0.402
340.1988,-63.6158,349.927084,-46.322218,115177,8.03,,9.277000000000001,8.184,0.9440000000000001
64.2927,22.4475,274.17789500000003,37.026802,89574,8.03,,9.717,8.189,1.284
276.0178,45.0043,173.616534,-13.807295000000002,56450,8.03,,9.408,8.14,1.08
206.7984,-32.8004,70.818372,-9.618111,21963,8.03,,8.816,8.111,0.649
117.462,48.432,202.698422,68.27611999999999,65916,8.03,,9.324,8.127,1.025
190.6441,29.8183,122.879373,31.304569,40103,8.03,,9.347999999999999,8.134,1.038
288.2401,2.9306,165.332294,-56.767143999999995,53874,8.03,,8.015,8.023,-0.006
253.2783,77.4054,182.75914699999998,18.625004,59391,8.03,,9.521,8.127,1.179
85.6115,-43.0519,345.940905,11.882672999999999,113880,8.03,,8.597999999999999,8.096,0.493
29.001,21.0838,262.289775,6.148467,85564,8.03,,9.183,8.128,0.915
70.9652,-83.2526,7.09576,-22.855,2238,8.03,,9.386000000000001,8.122,1.077
225.112,25.8482,131.206865,1.708589,42920,8.03,,9.263,8.149,0.96
181.1925,44.0833,139.043856,40.808932,45492,8.03,,8.565,8.061,0.46799999999999997
0.1115,-0.9159,267.368304,-29.314777000000003,87238,8.03,,8.413,8.076,0.325
280.4333,-49.8854,43.930625,-61.462842,13649,8.03,,9.552999999999999,8.156,1.181
16.0559,-47.5867,324.198481,-30.724684000000003,106701,8.03,,8.924,8.142000000000001,0.6990000000000001
106.2907,54.0747,212.751575,60.407492000000005,69294,8.03,,10.122,8.266,1.7
126.0307,81.7947,192.317721,35.32046,62575,8.03,,9.672,8.169,1.235
209.0714,-48.384,56.876819999999995,-17.523973,17705,8.03,,9.43,8.144,1.094
342.847,27.3757,231.22434500000003,-23.35959,75454,8.03,,8.594,8.152999999999999,0.43
169.545,-68.6068,28.561890999999996,-11.628655,8874,8.03,,9.417,8.152999999999999,1.077
334.5657,-37.8577,312.919445,-61.41539100000001,102965,8.03,,8.655,8.192,0.4
228.3066,-17.5876,93.367576,-21.267014,29539,8.03,,7.933,8.019,-0.065
127.9605,41.1759,177.73159099999998,75.356027,57781,8.02,,8.44,8.062999999999999,0.371
148.3217,29.7041,115.4517,67.566377,37503,8.02,,8.818999999999999,8.088,0.67
31.5817,-33.23,312.649505,-15.510929999999998,102875,8.02,,9.352,8.127,1.047
311.9915,66.7104,196.438084,4.090521,63902,8.02,,8.546,8.048,0.478
40.5792,-32.498,315.204238,-8.34287,103699,8.02,,8.988,8.18,0.747
323.8538,-28.3749,291.582914,-71.465938,95565,8.02,,8.084,8.024,0.054000000000000006
228.9237,49.5721,153.459924,10.842031,50110,8.02,,9.477,8.171,1.1
0.5129,-67.5737,349.03835499999997,-37.122640999999994,114878,8.02,,8.658999999999999,8.059,0.551
40.7911,63.1118,223.195031,27.498510999999997,72796,8.02,,9.261000000000001,8.145,0.9620000000000001
81.8114,-69.9622,359.567096,-11.458592,118171,8.02,,9.357999999999999,8.132,1.047
171.9371,-22.9754,60.991868999999994,21.070912,18976,8.02,,8.363,8.068999999999999,0.28
94.3499,-29.0539,344.72879700000004,27.499598,113481,8.02,,9.113,8.106,0.879
303.5437,46.2775,193.30076499999998,-16.5922,62878,8.02,,9.322000000000001,8.118,1.03
98.3613,20.112,294.91345099999995,66.467966,96715,8.02,,8.242,8.047,0.187
93.8838,-34.5503,347.216197,22.470827,114293,8.02,,8.424,8.037,0.35200000000000004
98.7152,29.6981,270.25206299999996,68.58544300000001,88226,8.02,,9.919,8.172,1.4569999999999999
69.5876,-18.4715,318.230934,21.068488000000002,104731,8.02,,9.324,8.126,1.025
191.0477,-38.824,59.17930500000001,-1.571857,18462,8.02,,8.391,8.074,0.321
353.9181,7.5788,255.30249799999999,-29.684355,83280,8.02,,9.456,8.172,1.093
183.0075,-78.5664,23.466476,-21.034364,7284,8.02,,8.682,8.092,0.556
351.2922,-22.5763,287.986827,-46.144612,94325,8.02,,9.607000000000001,8.16,1.22
139.9318,-39.8414,26.790688,21.183739000000003,8308,8.01,,8.049,8.0,0.05
166.4143,47.4496,145.725019,50.588396,47651,8.01,,8.856,8.076,0.67
232.791,60.7054,164.483123,14.461917999999999,53598,8.01,,9.14,8.097999999999999,0.9059999999999999
120.6606,26.666,295.198888,87.922306,96821,8.01,,9.613999999999999,8.14,1.26
232.091,-35.7722,75.36710500000001,-30.234240999999997,23368,8.01,,9.56,8.125,1.2109999999999999
106.4978,24.6962,288.527124,75.030833,94508,8.01,,9.322000000000001,8.117,1.031
198.7219,-60.0473,43.198132,-16.618714999999998,13419,8.01,,8.485,8.059,0.39799999999999996
111.0318,88.0967,193.308037,28.989914000000002,62881,8.01,,8.425,8.035,0.35200000000000004
120.4736,-26.369,10.121083,36.450431,3176,8.01,,8.345,8.045,0.285
334.0334,-12.4751,262.320044,-57.411776,85577,8.01,,9.318,8.122,1.024
195.452,-43.3566,57.16262,-6.815764,17806,8.01,,8.769,8.076,0.611
277.8121,-21.7106,110.70540700000001,-66.53885600000001,35781,8.01,,8.001,8.008,-0.005
89.1793,42.9045,243.977317,58.478991,79697,8.01,,8.597000000000001,8.07,0.5
121.5535,-25.4722,11.293372,37.382813,3539,8.01,,9.506,8.138,1.158
55.9953,62.6862,223.639416,34.411246000000006,72951,8.01,,8.603,8.071,0.499
204.0379,-42.2159,61.234451,-11.799039,19053,8.01,,8.04,7.992000000000001,0.043
36.5859,-36.1123,317.064432,-12.880733,104343,8.01,,9.544,8.116,1.205
297.9806,62.4758,190.573608,-0.307962,61992,8.01,,8.611,8.065,0.51
244.0566,70.9692,175.949805,16.323244,57204,8.01,,8.786,8.088,0.617
337.7941,57.2894,210.85319700000002,-0.628067,68668,8.01,,8.402000000000001,8.03,0.37
38.393,-23.8959,306.59474900000004,-6.157919000000001,100806,8.01,,8.277999999999999,8.027999999999999,0.23800000000000002
155.1329,-0.0983,66.844952,48.790882,20796,8.01,,8.67,8.072000000000001,0.5579999999999999
169.4551,-82.3342,18.840564,-21.729421,5871,8.01,,9.412,8.142000000000001,1.073
157.0039,6.6175,76.759334,51.706244,23811,8.0,,10.167,8.155,1.59
192.6202,-5.0778,88.655967,15.507685999999998,27934,8.0,,8.031,8.0,-0.01
333.6811,-13.7711,264.08979,-58.367079000000004,86154,8.0,,9.058,8.09,0.85
33.0209,-85.0312,7.280542999999999,-27.010346999999996,2278,8.0,,9.219,8.113999999999999,0.953
307.0087,23.2253,197.71561699999998,-39.49273,64310,8.0,,8.521,8.036,0.445
70.8916,64.7083,219.049907,40.252309999999994,71411,8.0,,9.708,8.146,1.311
248.18,13.7407,133.345444,-22.993029999999997,43645,8.0,,8.045,8.012,0.035
136.2117,-3.6332,37.520922,56.673517000000004,11631,8.0,,8.19,8.029,0.155
166.7252,-29.1895,52.806045,19.783518,16401,8.0,,8.452,7.949,0.483
242.9417,-33.2893,80.49340600000001,-38.488587,25067,8.0,,9.508,8.127,1.163
16.1385,56.2089,226.083644,13.647260999999999,73736,8.0,,9.505,8.119,1.172
2.0344,39.4752,234.43983599999999,-3.6052449999999996,76528,8.0,,8.651,8.062999999999999,0.5589999999999999
173.0708,-11.8469,70.897649,27.6874,21988,8.0,,9.137,8.097000000000001,0.907
1.9311,-34.7338,306.890031,-39.532184,100904,8.0,,8.371,8.015,0.321
24.0987,38.7128,244.45333300000001,10.284761,79841,8.0,,8.339,8.029,0.294
326.9339,-23.1837,277.884815,-67.955015,90815,8.0,1.0,7.859,7.9670000000000005,-0.09300000000000001
230.5111,-69.6366,35.729563,-31.400777,11104,8.0,,9.632,8.135,1.26
115.7039,-40.4429,6.927755,22.095651,2193,8.0,,9.321,8.112,1.034
165.7306,56.5791,159.037924,47.753648999999996,51896,8.0,,9.495,8.113,1.169
296.2558,-15.8423,162.73308400000002,-77.124606,53024,8.0,,8.514,8.067,0.435
307.7094,63.0992,195.019074,0.30753400000000003,63446,8.0,,9.689,7.752000000000001,1.6
118.3501,-37.6253,8.85315,25.10375,2774,8.0,,9.576,8.155,1.2
41.3186,2.3613,284.58529500000003,8.539073,93131,8.0,,8.306000000000001,8.026,0.256
269.9167,45.0886,169.721854,-11.768386999999999,55247,8.0,,8.797,8.217,0.536
81.2807,-12.2423,321.632001,33.586047,105874,7.99,,8.46,8.035,0.401
292.611,-38.3784,47.819994,-75.811898,14815,7.99,,8.398,8.02,0.34
66.0411,51.8746,236.286467,41.211551,77153,7.99,,9.349,8.106,1.061
5.1934,39.9651,235.590996,-1.4093639999999998,76921,7.99,,9.292,8.107999999999999,1.015
10.4468,-61.4554,340.56195499999995,-34.277427,112091,7.99,,9.038,8.084,0.84
198.7374,-71.639,31.999992,-21.347533,9943,7.99,,8.535,8.05,0.486
4.7903,-13.4745,282.74144,-30.961406,92485,7.99,,8.09,7.992999999999999,0.087
212.5225,43.9806,143.410813,18.73661,46910,7.99,,9.281,8.093,1.018
176.0693,-68.9881,30.022240000000004,-13.546113,9349,7.99,,8.796,8.06,0.66
