HIP,gLon,gLat,ra,dec,vmag
109730,85.7458,-22.6445,333.411247,28.608016999999997,5.87
52841,274.3807,24.2659,162.058799,-31.68785,5.87
62360,301.811,29.5462,191.69262,-33.315483,5.87
27533,227.8172,-23.2893,87.472916,-22.971872,5.87
55763,284.733,22.0703,171.38790500000002,-37.747575,5.87
46652,191.5607,46.6448,142.680078,33.655711,5.87
70657,312.5245,-4.7478,216.779529,-65.821647,5.87
20804,184.1561,-25.1092,66.869869,11.2123,5.87
207,118.0063,3.6954,0.650362,66.098966,5.87
100574,76.0365,0.0349,305.934871,37.476449,5.87
9572,181.1363,-69.6041,30.744038,-15.305932,5.87
26487,197.5329,-12.591,84.504663,7.54142,5.87
31665,158.6058,20.6418,99.409954,56.85753100000001,5.87
39184,268.0222,-12.3677,120.208074,-54.151275,5.87
28011,210.6703,-14.5406,88.875714,-4.616546,5.87
90637,52.3222,15.1854,277.398793,23.866201999999998,5.87
39191,196.2331,25.824,120.23280700000001,25.392836,5.87
41935,183.9546,35.539,128.229076,38.016368,5.88
46620,279.0407,-5.1503,142.597589,-58.36184,5.88
31159,206.4283,-2.0222,98.080022,4.855999,5.88
19129,139.1466,12.1821,61.513259,68.679973,5.88
111394,64.8924,-48.3356,338.512134,-1.57427,5.88
11348,189.5301,-65.0773,36.501455,-15.341247000000001,5.88
40305,161.3142,33.5782,123.45906599999999,56.452245999999995,5.88
55086,155.7206,61.1852,169.174373,49.47625,5.88
41074,246.7721,6.1598,125.708068,-26.34822,5.88
24203,199.9996,-21.5117,77.938962,1.037028,5.88
97783,21.9229,-21.6681,298.050015,-19.044991,5.88
74901,1.0245,45.1876,229.608859,-0.46123400000000003,5.88
111934,18.0195,-61.1976,340.092944,-30.658871,5.88
11670,149.6243,-32.4493,37.634808,25.235035999999997,5.88
7601,301.2293,-33.9987,24.481514,-82.97499499999999,5.88
90930,320.5774,-24.7339,278.2306,-73.96559599999999,5.88
21323,170.7734,-12.5275,68.658299,28.961151,5.88
31946,143.0936,24.8215,100.13438199999999,71.748786,5.88
2475,118.1623,-29.1047,7.856832000000001,33.581641999999995,5.88
4346,126.0569,-70.1929,13.926667000000002,-7.347149000000001,5.88
32226,208.5443,0.0621,100.911023,3.932528,5.88
94013,82.9806,18.7351,287.107452,52.425731,5.88
94630,62.8549,8.7171,288.85358199999996,30.526381,5.88
61558,296.2591,56.85,189.197311,-5.831898000000001,5.88
104171,106.9456,15.9531,316.597102,71.431797,5.88
111259,95.8689,-15.6776,338.10990899999996,39.779734000000005,5.88
50685,140.4991,42.8891,155.263918,68.747651,5.88
44024,268.6174,-1.8992,134.481494,-48.57291,5.88
73493,329.314,18.0762,225.304569,-38.058398,5.88
53723,267.681,38.7385,164.878866,-16.353701,5.88
1493,114.7909,-30.8355,4.659406,31.517227000000002,5.88
65550,105.1373,69.8777,201.569176,46.028055,5.88
30972,168.1979,15.9548,97.512393,46.685553999999996,5.88
14086,222.4959,-61.2295,45.406822999999996,-28.091554,5.88
62402,123.7405,54.3406,191.82896200000002,62.781155000000005,5.88
67194,87.521,72.061,206.55643899999998,41.088746,5.88
116853,72.6385,-67.399,355.287133,-11.680655,5.89
11033,193.3046,-67.06,35.520761,-17.662169,5.89
114745,116.376,12.605,348.654606,74.231268,5.89
69493,341.5228,55.7392,213.419958,-0.845463,5.89
3170,305.5476,-57.6165,10.106958,-59.454604,5.89
65241,322.7146,66.8392,200.540372,5.154764,5.89
44283,284.4497,-14.5553,135.285473,-68.683916,5.89
42008,220.6817,24.8754,128.43116,4.757,5.89
88469,6.0089,-1.205,270.96852,-24.36073,5.89
58858,238.2165,77.8591,181.069159,21.459153,5.89
13949,147.4994,-15.6423,44.916164,41.032940999999994,5.89
9307,143.5542,-39.0684,29.89868,21.05857,5.89
14502,137.1357,4.9993,46.829161,64.057594,5.89
38267,263.9732,-11.9987,117.59926499999999,-50.509468,5.89
96620,87.2507,15.5949,294.671599,54.97379300000001,5.89
79357,67.035,46.8161,242.94832999999997,42.374569,5.89
112833,120.4115,23.1033,342.762637,85.373739,5.89
80212,338.0326,4.1135,245.62111299999998,-43.912051,5.89
24162,203.2733,-23.3287,77.829903,-2.490782,5.89
72432,327.7245,20.5319,222.15853199999998,-36.634696999999996,5.89
92117,31.5104,0.6652,281.619143,-0.961693,5.89
101084,91.8915,9.9207,307.36296200000004,56.06819,5.89
43121,214.8436,31.055,131.733409,12.109952,5.89
116918,94.3649,-51.7248,355.48620800000003,7.250546000000001,5.89
41676,148.0734,34.3018,127.442481,67.297441,5.89
19284,175.6288,-24.8283,61.997567000000004,17.339897,5.89
77442,45.0496,50.9782,237.14339500000003,28.156748999999998,5.89
28139,196.3665,-6.5908,89.20604399999999,11.521058,5.89
63033,303.6024,18.7157,193.743806,-44.151968,5.89
96234,358.9159,-24.806,293.535357,-40.034638,5.89
2903,117.6986,-47.4911,9.197135000000001,15.231725,5.89
18735,173.6531,-25.5014,60.203189,18.194,5.89
13121,153.9063,-30.5342,42.191268,25.188064,5.89
28271,205.1443,-10.9165,89.601844,1.8371080000000002,5.89
40875,159.7248,34.4341,125.10858200000001,57.743278000000004,5.89
11381,200.0065,-67.1226,36.64674,-20.042617,5.89
56287,295.2905,-5.271,173.083318,-66.961824,5.89
103460,31.784,-35.0031,314.419353,-16.031539000000002,5.89
84500,22.7347,21.5721,259.13215,1.210546,5.89
96016,60.9941,3.8068,292.84009,26.617171000000003,5.89
54537,168.2985,63.888,167.41042,43.207736,5.89
92312,50.0047,9.2222,282.222443,19.32872,5.89
93104,68.513,15.2064,284.507908,38.266188,5.89
62931,303.226,2.4942,193.453833,-60.37624399999999,5.89
97229,46.0107,-8.4168,296.416448,7.613158,5.89
35476,213.6729,7.4633,109.84321200000001,2.740694,5.9
3456,310.1263,-78.605,11.050414,-38.421686,5.9
75696,95.7865,47.377,231.964263,60.670217,5.9
37995,239.1941,1.3439,116.80230700000001,-22.51951,5.9
98526,48.7395,-11.252,300.24574,8.557735000000001,5.9
51556,194.5269,59.3909,157.964066,32.379554,5.9
74386,26.3183,56.757,228.01776,18.976031,5.9
3193,116.0487,-67.08,10.176551,-4.351841,5.9
28343,162.9462,12.6999,89.840748,49.92454,5.9
330,117.4738,-0.0827,1.056927,62.287664,5.9
27973,178.6587,3.1518,88.745789,31.701496000000002,5.9
36143,247.204,-8.2213,111.67694099999999,-34.140692,5.9
7359,137.1066,-43.2139,23.704441,18.460511999999998,5.9
71571,18.8079,63.9038,219.558281,18.298379,5.9
48519,231.3211,42.8,148.428855,5.958573,5.9
47544,195.4284,48.6754,145.39631699999998,31.277817,5.9
114407,353.6026,-65.1758,347.540566,-40.591547,5.9
53530,285.1372,8.1148,164.28269699999998,-50.765018,5.9
101067,75.8533,-1.469,307.33496,36.454729,5.9
73087,15.6878,58.3188,224.05512599999997,14.446266,5.9
36640,225.5052,4.8637,113.02401100000002,-8.881326,5.9
34982,224.3752,0.4798,108.56466599999999,-9.947533,5.9
24294,206.9141,-24.668,78.200538,-6.05719,5.9
72296,326.6237,19.2035,221.771241,-38.290639,5.9
64515,306.4827,12.0206,198.347299,-50.699829,5.9
11102,273.2758,-60.4431,35.727812,-51.092129,5.9
90485,3.6867,-8.4711,276.95618199999996,-29.816865000000004,5.9
39251,253.457,-3.5966,120.40635900000001,-37.28372,5.9
33372,204.6066,5.6203,104.107638,9.956578,5.9
46460,284.7364,-11.3033,142.12727900000002,-66.701877,5.9
7321,132.3158,-24.8527,23.569194,37.237146,5.9
28823,169.696,10.3703,91.26410200000001,42.981635,5.9
68092,336.5266,59.6121,209.116154,1.050581,5.9
43894,181.8394,40.3269,134.127149,40.201474,5.9
84709,351.8407,1.4256,259.738244,-34.989792,5.91
8404,149.1743,-56.2546,27.10841,3.685447,5.91
35509,209.7446,9.5368,109.948523,7.142947,5.91
20417,175.2566,-19.9751,65.594708,20.821416,5.91
72773,315.8253,-4.0132,223.146904,-63.809827,5.91
16518,156.3159,-16.7535,53.166737,35.461729,5.91
53423,251.6345,51.6934,163.926655,0.7369220000000001,5.91
23408,198.95,-23.8152,75.459804,0.722112,5.91
78747,339.8061,10.8124,241.15340099999997,-37.862951,5.91
100017,100.46,16.9151,304.38053199999996,66.853687,5.91
114430,104.2083,-15.6253,347.613337,43.544232,5.91
82350,31.5069,32.9427,252.394404,13.261141,5.91
59517,298.5069,-0.4152,183.091583,-62.950773,5.91
66454,311.1308,15.7111,204.347806,-46.427879,5.91
104105,112.4001,20.1894,316.371936,78.12639200000001,5.91
53257,136.5647,44.0213,163.37794399999999,69.853881,5.91
12181,144.528,-19.6727,39.238282,38.733581,5.91
20380,149.0303,4.7039,65.465858,56.50631800000001,5.91
116323,84.0902,-58.1667,353.537572,-1.247567,5.91
64580,305.8938,4.0569,198.550365,-58.683937,5.91
67782,42.8778,76.2841,208.292843,28.648131,5.91
53449,245.0497,55.4969,164.006124,6.185371,5.91
50103,273.1216,13.2269,153.441348,-40.346056,5.91
71115,26.5122,66.5681,218.13559300000003,22.260059,5.91
73507,98.2588,50.2348,225.362892,60.204453,5.91
10440,257.7045,-67.9073,33.633106,-41.166765000000005,5.91
14109,156.0243,-27.8984,45.475589,26.462353999999998,5.91
79596,344.7023,12.9406,243.59318900000002,-33.011088,5.91
83491,347.4976,2.0016,255.96225499999997,-38.152572,5.91
72438,314.221,-6.328,222.18562599999998,-66.593563,5.91
82672,330.8795,-8.8883,253.501498,-57.909507,5.91
21452,144.5353,11.3017,69.10082299999999,64.261602,5.91
42172,219.1178,26.2026,128.962394,6.62022,5.91
112778,100.042,-15.4742,342.590729,41.953394,5.91
102487,24.3767,-34.3753,311.541618,-21.514032,5.91
62861,303.1686,7.9185,193.267358,-54.952473,5.91
17805,187.6511,-39.4282,57.162310999999995,0.227857,5.91
85048,350.4652,-0.5057,260.728121,-37.220786,5.91
73350,2.1423,52.0714,224.846314,4.567761,5.91
87491,27.2915,13.6709,268.14768399999997,1.305014,5.91
102358,93.4715,8.4964,311.09188,56.48840500000001,5.91
97598,351.3744,-29.268,297.558582,-47.557392,5.91
39995,159.1738,33.0439,122.51574199999999,58.248242000000005,5.91
60308,298.8339,6.2626,185.48928,-56.374385,5.91
64246,105.1777,77.9802,197.513399,38.498981,5.91
8588,145.5833,-49.1968,27.716553,11.043378,5.92
104968,111.8505,19.0602,318.92688,77.01229599999999,5.92
23446,233.9938,-35.9232,75.59501999999999,-31.771333000000002,5.92
114921,344.2756,-64.2801,349.165796,-44.489166,5.92
41080,230.6869,16.438,125.725398,-7.543121000000001,5.92
6564,145.553,-68.3293,21.08543,-6.914656,5.92
46897,254.3753,20.8185,143.358547,-22.863884,5.92
108195,330.3923,-44.7122,328.797471,-61.886607999999995,5.92
31037,236.1665,-16.4612,97.692868,-27.769575,5.92
30986,219.5779,-9.262,97.546984,-10.081511,5.92
64390,304.6943,-7.1402,197.964338,-69.942017,5.92
66878,121.0052,34.1842,205.596229,82.752408,5.92
52863,252.5531,48.5298,162.168983,-1.958896,5.92
6631,296.9828,-52.3684,21.272111,-64.369478,5.92
81729,46.7245,39.2201,250.40291299999998,26.91688,5.92
14913,253.8231,-56.9577,48.107277,-44.41966,5.92
40881,199.3346,29.5876,125.1339,24.022314,5.92
37364,235.9031,1.3552,115.056371,-19.660860999999997,5.92
42001,258.288,0.7407,128.410129,-38.848815,5.92
98383,80.5326,8.3665,299.835103,45.772541,5.92
66247,318.8661,48.3152,203.668541,-13.214324,5.92
103360,88.9313,2.4908,314.107907,49.195847,5.92
42265,216.2187,27.8264,129.274043,9.65558,5.92
110532,55.6592,-49.6863,335.883964,-7.194421000000001,5.92
80991,91.3035,40.1995,248.10700099999997,60.823322999999995,5.92
7016,209.0966,-81.2536,22.595438,-26.207851,5.92
68333,313.8621,11.0566,209.82284500000003,-50.369647,5.92
79120,15.1744,37.2843,242.245331,3.454475,5.93
49164,283.4533,-4.1247,150.500401,-60.42089,5.93
5594,134.8403,-64.6527,17.931287,-2.2510790000000003,5.93
84731,331.3379,-12.5789,259.80212,-59.694612,5.93
93624,345.8229,-22.6455,285.98983,-51.018603999999996,5.93
27737,265.4811,-30.4107,88.08417299999999,-57.156191,5.93
15004,145.9598,-8.2454,48.349471,48.176953000000005,5.93
103956,92.7804,4.3047,315.948441,53.285901,5.93
83896,354.3265,5.8337,257.198073,-30.40373,5.93
117761,90.1497,-62.2433,358.231523,-3.155482,5.93
15357,224.6103,-57.7121,49.510814,-28.797075,5.93
79137,18.3944,38.7437,242.296729,6.378695,5.93
94311,63.1936,9.7531,287.941704,31.283456,5.93
77086,334.1899,10.3222,236.094476,-41.819089,5.93
93763,20.4372,-10.156,286.421583,-15.660419000000001,5.93
16029,222.3698,-55.6978,51.593853,-27.317479,5.93
31448,202.2123,0.9968,98.82332,9.988335000000001,5.93
2611,120.2827,-7.8827,8.293311,54.894985,5.93
68670,312.87,5.2627,210.860439,-56.213434,5.93
28790,252.181,-26.7586,91.167087,-45.078932,5.93
55874,272.8439,45.5342,171.789652,-12.356749,5.93
16358,178.0406,-39.0743,52.68925,6.188703,5.93
50885,248.3244,42.578,155.860327,-4.074035,5.93
109577,76.2936,-32.021,332.963879,16.040551,5.93
636,55.5634,-79.0759,1.945416,-22.50856,5.93
58158,288.3366,32.8092,178.917215,-28.477103000000003,5.93
76424,25.54,50.2911,234.121829,16.119085000000002,5.93
13473,244.6161,-62.1183,43.393321,-38.437003999999995,5.93
27249,156.3939,13.8769,86.626627,56.115575,5.93
26762,204.3996,-15.4388,85.273315,0.337753,5.93
87813,12.5594,4.5725,269.079314,-15.812522,5.93
37428,196.9183,20.7309,115.243826,23.018527,5.93
53394,289.1097,-0.8007,163.821751,-60.517003,5.93
37046,161.7719,28.3842,114.195981,55.75506,5.93
37949,150.7549,30.1995,116.66699399999999,65.455676,5.93
13479,209.9638,-61.9348,43.397179,-22.376307999999998,5.93
78542,82.5905,46.4843,240.52316000000002,52.91591700000001,5.93
87074,12.4433,6.9334,266.903247,-14.725824,5.93
81523,345.1046,6.3799,249.77177700000001,-37.21737,5.93
79953,76.3134,44.7518,244.796723,49.038159,5.93
18199,254.4348,-49.3729,58.388829,-46.893674,5.93
96977,67.2913,4.4586,295.685858,32.426741,5.93
117541,79.969,-67.5864,357.561379,-9.974136999999999,5.93
34017,187.4355,15.3227,105.876911,29.337081,5.93
18723,229.2275,-48.7082,60.169398,-30.490696999999997,5.93
14036,166.8018,-40.7366,45.183923,10.870388,5.93
45461,139.992,36.1396,138.969084,72.946326,5.93
90844,29.8121,3.8758,277.987477,-1.002977,5.93
24019,176.3804,-7.0624,77.437884,28.030461,5.93
56148,163.2751,67.0739,172.62971399999998,43.173242,5.94
19376,179.1063,-27.2447,62.25654,13.398280999999999,5.94
88694,356.0408,-7.3298,271.59882999999996,-36.019789,5.94
8423,135.2006,-23.5521,27.162186,37.952870000000004,5.94
3521,307.3675,-74.396,11.237721,-42.676558,5.94
2787,114.1217,-63.105,8.886806,-0.50561,5.94
85382,58.767,31.5859,261.692274,34.695802,5.94
41117,205.6978,28.2466,125.840994,18.3322,5.94
113686,68.603,-55.5254,345.38212599999997,-4.711461,5.94
84105,339.7411,-5.5414,257.911167,-48.873399,5.94
111925,104.251,-4.2008,340.076697,53.845928,5.94
1096,38.2701,-81.493,3.42602,-26.022345,5.94
25291,175.6879,-2.6254,81.16049699999999,31.143147999999997,5.94
45661,188.808,44.2785,139.607956,35.36408,5.94
34817,248.0884,-11.8946,108.107596,-36.544381,5.94
41578,210.5592,27.8347,127.15558100000001,14.210822,5.94
32938,246.0615,-15.5843,102.92675200000001,-36.230270000000004,5.94
36156,198.2909,16.6603,111.73471,20.257557000000002,5.94
31676,153.8717,22.0361,99.422441,61.481232999999996,5.94
13367,133.4675,8.5195,42.994799,68.888497,5.94
108849,314.5417,-36.9495,330.765874,-76.118427,5.94
21247,137.8881,16.4797,68.377827,72.528605,5.94
56318,271.5567,50.1916,173.19807,-7.827522999999999,5.94
20619,272.1823,-40.9178,66.272239,-61.23819399999999,5.94
90606,313.7398,-25.7748,277.333086,-80.232708,5.95
41321,278.9201,-15.0135,126.46498500000001,-64.60061800000001,5.95
117500,106.9462,-32.1044,357.414143,28.842389,5.95
60595,292.7459,50.7415,186.299024,-11.61059,5.95
36496,266.197,-16.4303,112.628831,-54.399365,5.95
48191,267.2975,12.7929,147.36701499999998,-37.186765,5.95
23261,166.0918,-1.7876,75.076413,39.394701,5.95
84425,348.5139,-0.1121,258.899796,-38.593896,5.95
16664,163.9539,-25.1406,53.610937,24.464392999999998,5.95
76877,312.7151,-16.5627,235.477848,-76.081959,5.95
12821,133.3407,7.2743,41.207071,67.82463,5.95
31599,223.2441,-9.2316,99.194163,-13.321036,5.95
35054,252.8431,-13.4948,108.73813799999999,-41.426394,5.95
83235,348.8626,3.8668,255.154115,-35.934133,5.95
116368,62.7666,-68.597,353.70567,-15.246004999999998,5.95
19996,199.7603,-37.0314,64.33009200000001,-6.4721779999999995,5.95
93862,348.7958,-22.3605,286.731694,-48.299145,5.95
58921,297.3203,1.396,181.2384,-60.968252,5.95
4903,125.2443,-21.4751,15.726095,41.345157,5.95
54049,254.8118,52.4933,165.902468,-0.000833,5.95
17846,153.5231,-8.1035,57.283820999999996,43.963095,5.95
20241,159.2378,-5.8894,65.060125,41.80807,5.95
5661,281.5913,-78.3739,18.189304,-37.856479,5.95
27253,204.3171,-13.8366,86.64546700000001,1.168193,5.95
103545,33.6398,-34.6325,314.674334,-14.483128,5.95
37478,215.4308,12.8049,115.39648100000001,3.624779,5.95
68009,305.0856,-20.0644,208.911977,-82.66619,5.95
116714,118.2956,13.0756,354.7924,75.29288199999999,5.95
21042,237.6178,-43.0434,67.668044,-35.653504,5.95
58460,181.58,77.2261,179.823073,33.167004,5.95
111045,24.6876,-58.5828,337.441746,-27.107284000000003,5.95
118092,313.1311,-53.0871,359.332878,-62.956584,5.95
52577,139.5898,45.4137,161.266789,67.411384,5.95
40693,234.5609,12.8244,124.59978000000001,-12.632173,5.95
62207,128.8305,77.7758,191.247521,39.278915999999995,5.95
59050,298.316,-3.2423,181.595878,-65.709453,5.95
27713,214.4098,-17.2526,88.03220400000001,-9.0419,5.95
44892,200.0365,40.7795,137.19720900000002,26.629112,5.95
56473,239.179,69.4687,173.67704799999998,16.796915,5.95
53035,254.3748,48.1037,162.772535,-3.0926669999999996,5.95
79797,320.4216,-12.365,244.272552,-67.941285,5.95
46859,246.6956,26.9976,143.232392,-13.516804,5.95
33729,221.4326,-1.8487,105.09898500000001,-8.406821,5.95
20892,216.3406,-39.9071,67.162657,-19.458873999999998,5.95
117265,116.5935,4.7116,356.653068,66.78224499999999,5.95
7447,137.7892,-44.1512,23.978151999999998,17.433841,5.95
28085,228.2543,-21.8789,89.059462,-22.839975,5.95
53334,289.5911,-2.0222,163.623348,-61.826622,5.95
76716,322.6262,-3.6448,234.9856,-59.908338,5.95
44897,190.5281,42.1554,137.212794,33.882217,5.95
59285,279.5469,62.859,182.422124,1.897889,5.95
81966,333.7349,-4.8466,251.16559700000002,-53.152313,5.96
100256,55.5715,-12.6665,305.00079,13.548091000000001,5.96
47224,264.7164,12.0029,144.368336,-36.095994,5.96
22361,135.7321,19.3972,72.209806,75.94122,5.96
107350,69.8592,-28.2687,326.130541,14.771939000000001,5.96
34349,262.4596,-18.7496,106.805374,-51.968283,5.96
10296,145.6863,-35.0912,33.156411999999996,24.167778,5.96
33929,198.1737,10.3508,105.606394,17.755520999999998,5.96
40932,272.8694,-11.9124,125.30041100000001,-57.97322,5.96
41328,237.56,13.1267,126.481625,-14.929661,5.96
70894,348.953,54.6581,217.460495,0.8289290000000001,5.96
45590,172.8228,44.0223,139.379907,46.817228,5.96
33603,210.5779,3.3113,104.73760300000001,3.602355,5.96
66427,311.519,17.9659,204.275044,-44.143204,5.96
47401,145.146,40.5934,144.866145,67.27223000000001,5.96
15968,285.6539,-42.2442,51.401053000000005,-69.33643599999999,5.96
27560,201.8334,-11.4815,87.554437,4.423406,5.96
39527,265.1898,-10.0631,121.17666499999999,-50.590396000000005,5.96
42365,190.5087,35.6885,129.57908799999998,32.802021,5.96
93537,16.867,-11.1224,285.765855,-19.245686,5.96
66924,313.2029,20.4418,205.72926,-41.401043,5.96
89448,98.9274,28.4022,273.821152,68.75581,5.96
39659,199.5803,26.0458,121.576645,22.63549,5.96
115144,51.2276,-66.9602,349.85045,-18.075376000000002,5.96
69174,315.116,9.5089,212.39596600000002,-51.504672,5.96
8598,132.179,-9.8663,27.738031,51.933417,5.96
24786,219.8858,-28.3211,79.710301,-18.13005,5.96
68455,309.8484,-4.334,210.21852599999997,-66.26890999999999,5.96
67485,111.0571,54.2737,207.439604,61.489313,5.97
101986,82.6928,1.078,310.013166,43.458878000000006,5.97
84656,63.1817,34.0338,259.596962,38.811395000000005,5.97
26386,194.3341,-11.0238,84.26826,11.035005,5.97
9533,148.1896,-45.8769,30.646158000000003,13.476716,5.97
104752,7.2222,-43.3369,318.329008,-36.423527,5.97
109602,82.969,-25.3005,333.033726,24.950641,5.97
6492,132.9943,-41.7771,20.853954,20.468967000000003,5.97
22697,174.2045,-10.1321,73.196321,27.897484999999996,5.97
111515,31.0998,-59.2969,338.901566,-23.991094,5.97
67239,29.4791,77.5466,206.680513,25.702236,5.97
26926,211.2371,-18.3203,85.72464599999999,-6.796167999999999,5.97
14764,168.3982,-38.4146,47.661640000000006,11.872627,5.97
89047,82.547,27.5474,272.631835,54.286552,5.97
5510,132.5377,-60.0689,17.639801000000002,2.4456700000000002,5.97
96760,16.4329,-20.6992,295.029858,-23.429085999999998,5.97
106340,11.1813,-46.9854,323.060712,-33.944623,5.97
73937,334.2987,23.5993,226.63832200000002,-30.918483000000002,5.97
105727,114.9812,21.0306,321.20646600000003,80.524826,5.97
18170,172.9384,-27.4134,58.29186,17.327083,5.97
108975,23.5791,-53.006,331.153196,-26.822359000000002,5.97
28110,198.09,-7.6539,89.116816,9.509396,5.97
86575,30.6228,18.4074,265.384679,6.313155999999999,5.97
105224,62.274,-25.7897,319.71677400000004,11.203373,5.97
79938,359.5863,24.4443,244.75175,-14.872825,5.97
4572,123.643,3.4899,14.629426,66.351793,5.97
113801,41.1947,-64.455,345.68438199999997,-20.870712,5.97
15334,151.5075,-15.3351,49.440642,39.283373,5.97
7906,135.6909,-31.5774,25.413486,30.04712,5.97
114189,92.764,-35.5749,346.869646,21.134251000000003,5.97
23831,212.7552,-28.6601,76.854014,-12.49127,5.97
5778,130.844,-46.3893,18.53179,16.133479,5.97
13679,167.7565,-43.3681,44.057373999999996,8.381563,5.97
65545,320.7752,60.4697,201.547558,-1.1924709999999998,5.97
21847,164.66,-5.271,70.459402,38.280182,5.97
27435,209.3775,-15.8417,87.145586,-4.094648,5.97
86871,334.9907,-14.3657,266.232765,-57.54554,5.97
74561,50.187,58.7379,228.52518199999997,31.787845,5.98
103652,55.9755,-24.2031,315.016592,7.516197,5.98
74224,330.4833,16.5484,227.53052000000002,-38.792511,5.98
109466,56.5077,-45.3669,332.64061,-4.2668550000000005,5.98
83216,338.8123,-3.9296,255.112335,-48.647759,5.98
57165,288.1959,23.7286,175.86328,-37.190155,5.98
43550,179.4306,39.6154,133.04177099999998,42.002734999999994,5.98
95999,327.3156,-28.7187,292.795709,-68.43392,5.98
83854,4.823,13.3692,257.061896,-17.609052,5.98
107129,85.0053,-13.0577,325.50451699999996,35.5102,5.98
84402,8.382,13.6418,258.834517,-14.58414,5.98
96481,48.1777,-4.7477,294.218552,11.273206,5.98
116728,117.9344,11.8344,354.838122,74.002629,5.98
26606,179.036,-1.0258,84.8263,29.215213000000002,5.98
16339,256.8664,-52.9961,52.653975,-47.375125,5.98
22840,198.2178,-25.452,73.71128399999999,0.467167,5.98
41674,263.9081,-4.2559,127.44013700000001,-46.331693,5.98
83693,348.5326,2.1688,256.58412200000004,-37.22759,5.98
68498,348.3788,65.396,210.335122,8.894906,5.98
89156,60.2734,22.2886,272.938004,33.447057,5.98
6711,129.6126,-18.9611,21.577858,43.457739000000004,5.98
7740,139.3751,-44.9201,24.920075,16.405858,5.98
15241,155.469,-21.3629,49.146623,32.184018,5.98
66907,71.7138,76.5131,205.68096,34.989021,5.98
111967,331.0706,-51.9709,340.203826,-57.422321999999994,5.98
28562,164.0053,12.5999,90.429413,48.959445,5.98
96840,50.9085,-4.41,295.273035,13.815682,5.98
85751,334.6149,-12.4649,262.847014,-56.920964,5.99
103219,110.1443,19.3533,313.68478999999996,75.92557,5.99
47559,278.0834,-1.7691,145.449697,-55.213762,5.99
82611,73.4524,39.2435,253.32315400000002,47.416726000000004,5.99
22176,180.7066,-16.9345,71.57011999999999,18.734693,5.99
98738,57.6746,-6.6346,300.818332,18.500992999999998,5.99
12608,245.8963,-64.2891,40.527528000000004,-38.383686,5.99
102162,317.5078,-32.7819,310.512447,-76.180592,5.99
29711,213.2398,-10.2278,93.873638,-4.914719,5.99
81854,110.2876,33.1893,250.776204,77.513973,5.99
35712,216.2805,6.8899,110.514494,0.177121,5.99
4552,124.5423,-28.8994,14.559246,33.950885,5.99
82806,326.6742,-12.3064,253.85286800000003,-63.269659,5.99
116768,95.2689,-49.3144,354.979335,9.677294,5.99
53726,185.2454,64.6571,164.88661399999998,36.0931,5.99
4998,124.8806,-10.3218,16.009956,52.502161,5.99
75256,97.9749,47.0913,230.65524,62.047076000000004,5.99
92833,64.1688,14.1053,283.71882,33.968576,5.99
115806,99.9816,-33.944,351.918277,25.167281,5.99
24575,172.0814,-2.2593,79.075623,34.312317,5.99
70987,323.3785,20.0094,217.795167,-38.869708,5.99
31876,200.0533,3.3482,99.948818,12.982768,5.99
112862,20.5905,-63.5375,342.83724700000005,-29.536309000000003,5.99
26624,207.8068,-17.6103,84.879796,-3.564704,5.99
84431,45.661,30.9388,258.922791,23.742760999999998,5.99
29692,225.8092,-16.086,93.82384499999999,-18.477163,5.99
89587,26.2837,6.2906,274.221256,-3.0074009999999998,5.99
22220,163.7342,-3.2268,71.685328,40.31259,5.99
18339,202.9734,-44.4703,58.8172,-12.099105,5.99
92391,27.4672,-2.3035,282.42064700000003,-5.912863,5.99
25816,167.7882,4.1342,82.702713,41.461994,5.99
2159,47.836,-84.3544,6.811285000000001,-25.54717,5.99
671,91.7935,-69.0454,2.073052,-8.824112,5.99
70363,316.6393,7.2194,215.952423,-53.176232999999996,5.99
81992,352.6258,11.0839,251.25079,-28.509657,5.99
53272,293.4472,-10.0487,163.425322,-70.720337,5.99
90052,40.5338,11.7895,275.64716,12.02968,5.99
11095,294.4749,-41.9476,35.717938000000004,-73.645792,5.99
27939,205.4857,-12.1352,88.683486,0.968615,5.99
76810,26.0653,49.2607,235.24625299999997,16.024588,6.0
63948,333.3803,83.1254,196.588499,21.153397000000002,6.0
34182,193.9382,13.0136,106.32654099999999,22.637458,6.0
67545,338.5433,64.2119,207.602829,5.497224,6.0
78665,343.7434,15.2515,240.89316200000002,-32.000538,6.0
108612,65.801,-36.5064,330.033032,6.717436999999999,6.0
68101,312.3225,6.9761,209.13726699999998,-54.704665000000006,6.0
60979,298.6445,20.9571,187.491196,-41.735901,6.0
83601,20.7694,23.78,256.32007999999996,0.702559,6.0
35611,240.2035,-6.0278,110.228816,-26.963838,6.0
40889,142.2867,32.4638,125.168002,72.40723299999999,6.0
62983,304.0556,51.2169,193.57774799999999,-11.64857,6.0
30318,198.4813,-0.5585,95.651634,12.570238,6.0
11843,156.2768,-41.176,38.225586,15.034554,6.0
50546,166.6869,53.7686,154.861618,48.396762,6.0
10215,174.5413,-64.5756,32.84261,-10.052162,6.0
43392,262.7977,1.253,132.587568,-42.089791,6.0
66925,309.9771,5.3977,205.733792,-56.767970999999996,6.0
34561,229.425,-3.4396,107.38902,-16.234509,6.0
